"","pitch_type","whiff","swing","estimated_woba_using_speedangle","release_speed","pfx_x","pfx_z"
"13565","SL",1,1,NA,83.1,0.62,0.01
"13566","CU",0,1,0.094,75.9,1.11,-1.3
"13567","FC",0,0,NA,85.3,0.19,0.38
"13568","CU",0,1,0.386,79.2,0.46,-0.89
"13569","SL",0,1,NA,87.4,0.18,0.5
"13570","FC",0,0,NA,89,0.28,0.74
"13571","SL",0,1,0.204,86.5,0.15,0.16
"13572","KC",0,1,NA,83.2,0.65,-1.23
"13573","KC",0,0,NA,77.4,0.96,-1.24
"13574","FC",0,1,0.882,88.5,0.05,0.31
"13575","SL",0,0,NA,85.5,1.03,-0.11
"13576","SL",0,1,0.186,93.4,0.15,0.61
"13577","CU",0,1,0.434,79.9,0.6,-0.11
"13578","CU",0,1,0.066,74.1,0.81,-1.32
"13579","SL",0,1,NA,86.9,-0.13,0.82
"13580","SL",0,0,NA,84.9,0.66,0.19
"13581","SL",0,0,NA,78.8,0.52,-0.25
"13582","SL",0,0,NA,89,0.16,0.26
"13583","CU",0,0,NA,78.4,0.3,-1.55
"13584","SL",0,1,0.1,89.8,0.27,0.28
"13585","FC",0,0,NA,84.3,0.07,0.64
"13586","SL",0,0,NA,86.7,0.35,0.19
"13587","FC",0,1,NA,90.4,0.27,1.39
"13588","SL",0,0,NA,85,0.82,-0.28
"13589","SL",0,0,NA,90,0.1,0.44
"13590","FC",0,0,NA,89.6,0.47,0.71
"13591","FC",0,0,NA,89.6,-0.05,0.33
"13592","CU",0,1,NA,78.8,0.8,-0.67
"13593","CU",0,0,NA,78.3,0.41,-0.62
"13594","CU",0,0,NA,72.3,0.92,-1.25
"13595","KC",0,0,NA,83.7,0.37,-1.08
"13596","SL",1,1,NA,82,0.1,0.18
"13597","CU",0,0,NA,75.1,1.09,-1.3
"13598","SL",0,1,NA,80.9,1.39,0.28
"13599","SL",0,1,NA,83.6,0.79,0.19
"13600","SL",0,1,0,82.8,0.13,0.23
"13601","SL",0,0,NA,88,0.17,0.19
"13602","CU",0,0,NA,79.7,0.93,-1.37
"13603","FC",0,1,1.126,84.2,0.62,0.19
"13604","SL",1,1,NA,88.5,0.15,0.18
"13605","SL",0,1,0.203,89,0.36,0.3
"13606","SL",0,1,0.24,87.2,0.15,0.69
"13607","FC",0,1,NA,85.8,0.3,0.72
"13608","SL",0,0,NA,84.9,0.45,-0.14
"13609","CU",0,0,NA,77.9,0.62,-0.91
"13610","SL",0,0,NA,83.7,0.11,0.15
"13611","SL",0,1,NA,82.7,0.79,0.06
"13612","SL",1,1,NA,93,0.33,0.49
"13613","SL",0,1,0.003,81.4,0.89,0
"13614","CU",0,0,NA,76.1,1.07,-1.46
"13615","CU",1,1,NA,81.5,0.24,-0.65
"13616","CU",0,1,NA,72.8,0.95,-1.44
"13617","CU",0,1,0.123,79.6,1.04,-1.58
"13618","FC",0,1,NA,85.4,0.55,0.5
"13619","SL",0,1,NA,90.6,0.08,0.25
"13620","SL",0,0,NA,80.8,0.13,-0.11
"13621","SL",0,1,NA,83.5,0.12,0.84
"13622","SL",0,0,NA,89.6,0.38,0.14
"13623","SL",0,0,NA,87.7,-0.03,0.13
"13624","SL",0,1,0.046,83.6,0.56,0.04
"13625","FC",0,0,NA,84.9,0.49,0.24
"13626","CU",0,1,NA,78.6,0.98,-0.67
"13627","SL",0,0,NA,87.9,0.35,0.34
"13628","CU",0,0,NA,81.6,0.24,-1.28
"13629","FC",1,1,NA,89.4,0.23,-0.01
"13630","CU",0,1,NA,78.3,1.05,-0.81
"13631","SL",0,0,NA,82.7,0.24,-0.33
"13632","FC",0,1,NA,86.3,0.16,0.73
"13633","CU",0,0,NA,80.8,0.87,-1.28
"13634","CU",0,0,NA,76.6,1.1,-0.86
"13635","SL",0,0,NA,93.5,0.43,0.32
"13636","FC",0,1,NA,85.8,0.09,0.71
"13637","SL",0,1,0.284,84.5,0.95,0.05
"13638","SL",0,0,NA,85.5,0.34,0.36
"13639","SL",1,1,NA,85.6,0.27,0.03
"13640","SL",0,0,NA,89.2,0.33,0.59
"13641","FC",0,0,NA,88.7,0.21,0.68
"13642","FC",0,0,NA,84.6,0.51,0.72
"13643","FC",0,0,NA,88.2,0.48,0.78
"13644","FC",0,1,0.156,89.1,-0.09,0.94
"13645","CU",0,0,NA,78.4,1.27,-1.14
"13646","SL",1,1,NA,90.1,0.15,0.32
"13647","FC",0,1,NA,89.7,0.44,1.07
"13648","SL",0,1,NA,88,0.37,0.36
"13649","CU",0,0,NA,81.4,0.29,-1.5
"13650","SL",1,1,NA,83.8,0.24,0.14
"13651","CU",0,0,NA,79.2,0.77,-1.03
"13652","SL",0,1,NA,84.5,0.93,-0.2
"13653","SL",0,1,0.364,85.6,0.16,0.52
"13654","SL",0,0,NA,84.3,0.54,-0.37
"13655","SL",0,0,NA,89.4,0.39,0.1
"13656","SL",0,0,NA,83.2,0.5,0.19
"13657","SL",0,0,NA,88.7,0.02,0.49
"13658","SL",0,0,NA,89.2,0.37,0.16
"13659","FC",0,0,NA,90.3,0.14,0.12
"13660","CU",0,0,NA,80.2,0.56,-0.65
"13661","KC",0,0,NA,77.6,0.54,-1.18
"13662","SL",0,0,NA,82.9,1.18,-0.08
"13663","SL",0,0,NA,89,0.38,0.36
"13664","KC",0,0,NA,77.4,0.79,-0.7
"13665","SL",1,1,NA,85.8,0.04,0.62
"13666","SL",0,0,NA,87,0.41,-0.07
"13667","FC",0,1,NA,87.7,0.35,0.84
"13668","SL",0,1,NA,81.2,1.28,-0.45
"13669","KC",0,0,NA,84.6,0.54,-1.18
"13670","KC",0,1,NA,83,0.73,-0.45
"13671","CU",0,0,NA,79.3,0.57,-1.02
"13672","FC",1,1,NA,84.2,0.65,0.63
"13673","CU",0,0,NA,75.4,0.99,-1.1
"13674","CU",0,0,NA,81.3,0.4,-0.44
"13675","SL",0,1,NA,88.9,0.25,0.03
"13676","KC",0,1,NA,82.3,0.39,-1.26
"13677","SL",1,1,NA,82,0.09,-0.13
"13678","SL",0,0,NA,88,0.37,0.03
"13679","SL",0,0,NA,80.4,0.6,-0.26
"13680","SL",0,1,NA,82.1,0.55,0.65
"13681","KC",0,1,NA,81,0.72,-1.19
"13682","SL",0,0,NA,80.4,0.61,1
"13683","FC",0,0,NA,89,0.55,0.51
"13684","CU",0,0,NA,79.2,-0.02,-0.18
"13685","FC",0,0,NA,90.2,0.11,0.4
"13686","SL",1,1,NA,88.9,0.42,-0.42
"13687","SL",0,0,NA,92.6,0.26,0.65
"13688","CU",0,0,NA,78.6,1.14,-0.53
"13689","CU",0,1,NA,81.8,1.15,-1.08
"13690","SL",0,1,0.127,83.8,0.43,0.07
"13691","SL",0,0,NA,85.8,0.44,0.25
"13692","SL",0,1,1.441,86.1,0.31,0.29
"13693","SL",0,0,NA,88.6,0.4,0.17
"13694","SL",0,0,NA,83.8,0.49,0.11
"13695","SL",0,0,NA,88.1,0.6,0.15
"13696","FC",0,0,NA,89.4,0.31,-0.15
"13697","SL",0,1,0.12,84.6,0.83,-0.49
"13698","SL",0,0,NA,83.9,0.7,0.01
"13699","FC",0,0,NA,85.9,0.47,0
"13700","CU",0,1,NA,79.4,0.93,-0.48
"13701","CU",0,0,NA,76.6,0.68,-0.73
"13702","SL",0,1,NA,83,0.69,-0.33
"13703","SL",0,0,NA,87.1,0.08,0.21
"13704","CU",1,1,NA,77.6,0.92,-1.43
"13705","SL",0,0,NA,82.2,-0.11,0.74
"13706","SL",0,0,NA,85,0.81,-0.21
"13707","SL",0,0,NA,85.5,0.61,0.05
"13708","SL",0,0,NA,93.4,0.26,0.33
"13709","SL",0,0,NA,87.5,0.45,0.55
"13710","SL",0,0,NA,89.6,0.59,0.39
"13711","FC",0,0,NA,89,-0.1,1.16
"13712","SL",0,1,NA,90.4,0.17,0.44
"13713","SL",0,1,0.157,84,0.76,0.23
"13714","SL",0,1,0.093,82.1,0.48,1.01
"13715","SL",0,0,NA,83.3,0.62,-0.14
"13716","FC",0,1,0.856,84.5,0.24,0.56
"13717","SL",0,1,NA,89.9,0.17,0.37
"13718","SL",0,1,NA,89.3,0.31,0.13
"13719","CU",0,0,NA,80.9,0.55,-1.12
"13720","CU",0,0,NA,78.1,0.89,-0.93
"13721","KC",0,0,NA,84.6,0.44,-1.28
"13722","SL",0,1,0.184,89.3,0.36,0.67
"13723","SL",0,0,NA,83.3,0.31,0.05
"13724","FC",0,0,NA,86.9,0.2,0.69
"13725","SL",0,1,0.12,85.5,0.4,0.23
"13726","SL",0,0,NA,92.8,0.04,0.46
"13727","CU",0,0,NA,78.5,0.48,-0.63
"13728","SL",0,1,0.115,84.9,0.3,0.07
"13729","CU",1,1,NA,80.3,1.22,-0.04
"13730","CU",0,0,NA,77.1,0.52,-0.71
"13731","SL",1,1,NA,83.3,0.5,-0.46
"13732","SL",0,1,NA,81.1,0.62,0.86
"13733","KC",0,0,NA,79.4,0.72,-1.1
"13734","SL",1,1,NA,83.2,0.48,0.33
"13735","SL",0,0,NA,86.5,-0.04,0.94
"13736","CU",0,0,NA,78.1,1.15,-1.27
"13737","SL",0,1,0.39,83.6,0.29,0.15
"13738","SL",0,1,0.02,83.3,0.33,0.12
"13739","SL",0,0,NA,88.6,0.39,-0.32
"13740","SL",0,0,NA,86.1,1.06,-0.51
"13741","SL",0,0,NA,87.8,0.26,-0.08
"13742","SL",1,1,NA,93,0.31,0.52
"13743","SL",1,1,NA,82.5,1.09,0.21
"13744","SL",0,0,NA,84.4,0.84,-0.06
"13745","FC",0,0,NA,89.9,0.37,0.96
"13746","SL",1,1,NA,84.7,0.84,-0.37
"13747","SL",0,0,NA,84.9,0.22,0.63
"13748","SL",1,1,NA,86.8,0.75,0.1
"13749","FC",0,1,NA,95.2,0.17,1.35
"13750","CU",0,1,NA,75.4,1.33,-1.68
"13751","SL",0,1,NA,90.6,0.23,0.5
"13752","FC",0,0,NA,85.6,0.42,0.88
"13753","SL",0,0,NA,86.6,-0.07,0.96
"13754","FC",0,0,NA,85.7,0.27,0.53
"13755","FC",0,0,NA,88.7,0.57,0.36
"13756","FC",0,0,NA,88.9,0.29,0.9
"13757","FC",0,0,NA,87.1,0.3,0.3
"13758","CU",1,1,NA,74.6,1.32,-1.51
"13759","KC",0,1,NA,79.3,0.79,-1.17
"13760","CU",0,0,NA,72.8,0.68,-1.38
"13761","SL",0,1,0.525,87.7,0.26,-0.2
"13762","CU",0,1,NA,78.7,1.07,-0.54
"13763","CU",0,1,0.882,78.8,0.64,-0.48
"13764","SL",1,1,NA,83.5,0.88,-0.37
"13765","SL",0,0,NA,85.2,0.57,0.18
"13766","FC",0,0,NA,88.4,0.52,0.61
"13767","SL",0,0,NA,90.1,0.33,0.07
"13768","SL",1,1,NA,91.4,0.43,0.45
"13769","SL",0,0,NA,87.3,0.53,0.35
"13770","FC",0,1,0.078,85.9,0.39,0.98
"13771","FC",0,0,NA,96.4,0.16,1.51
"13772","FC",0,0,NA,90.1,0.26,1.48
"13773","FC",0,0,NA,84.6,0.61,0.39
"13774","FC",0,0,NA,82.9,0.29,-0.21
"13775","FC",0,0,NA,88.1,0.13,-0.17
"13776","SL",0,1,0.326,85.3,0.05,0.46
"13777","SL",0,0,NA,90.2,0.49,0.17
"13778","SL",0,1,NA,84.6,0.69,-0.24
"13779","FC",0,1,0.345,88.2,0.25,1.34
"13780","SL",0,0,NA,81.6,0.11,0.48
"13781","FC",0,0,NA,87.8,-0.34,1.35
"13782","SL",0,1,NA,80.6,0.18,-0.11
"13783","SL",0,0,NA,89.6,0.38,0.37
"13784","SL",0,1,0.345,84.8,0.33,-0.03
"13785","SL",1,1,NA,88.3,0.74,1.03
"13786","FC",0,0,NA,85.6,0.67,0.58
"13787","FC",0,1,0.211,88.1,0.62,0.71
"13788","SL",0,1,NA,83,0.49,0.21
"13789","SL",1,1,NA,88.3,0.32,0.08
"13790","SL",0,0,NA,82.4,1.06,-0.26
"13791","CU",0,0,NA,79,0.66,-0.57
"13792","SL",0,1,0.033,83.6,0.58,0.55
"13793","CU",0,0,NA,74.7,1.12,-1.23
"13794","SL",0,1,NA,83.6,0.91,0.03
"13795","FC",0,1,NA,95,0.27,1.51
"13796","FC",0,1,0,86,0.43,0.23
"13797","SL",0,1,NA,87.3,0.15,0.19
"13798","SL",0,0,NA,89,0.62,0.64
"13799","SL",0,1,NA,82.1,-0.1,0.39
"13800","SL",0,0,NA,83.4,0.73,-0.18
"13801","KC",0,1,NA,78.7,0.81,-1.14
"13802","FC",0,1,0.429,87.9,0.1,1.05
"13803","CU",1,1,NA,79.4,0.07,-0.25
"13804","CU",1,1,NA,77.9,0.73,-0.59
"13805","FC",0,1,0.006,95.9,0.15,1.36
"13806","SL",0,1,NA,82.9,0.04,0.13
"13807","SL",1,1,NA,86.2,1.06,-0.81
"13808","FC",0,1,0.08,85.4,0.15,0.15
"13809","CU",0,1,NA,75.7,0.85,-0.8
"13810","SL",0,0,NA,81.9,1.59,-0.04
"13811","FC",0,1,0.116,98.7,0.16,0.64
"13812","SL",1,1,NA,84.8,0.62,-0.2
"13813","FC",0,1,0.782,86.9,0.37,0.36
"13814","KC",0,0,NA,85.6,0.54,-1.32
"13815","SL",0,1,NA,89,0.58,0.73
"13816","SL",0,0,NA,81.9,1.33,-0.1
"13817","SL",0,0,NA,83.1,0.35,0.13
"13818","FC",0,1,0.072,83.5,0.18,0.7
"13819","FC",1,1,NA,98.2,0.5,0.6
"13820","SL",0,0,NA,88.7,0.53,0.6
"13821","FC",0,1,0.771,85.8,0.28,0.54
"13822","SL",1,1,NA,82.2,0.24,0.21
"13823","FC",0,1,NA,97.1,0.09,1.48
"13824","CU",0,0,NA,75.5,0.63,-1.11
"13825","FC",0,0,NA,84.8,0.64,-0.34
"13826","FC",0,1,1.339,81.5,0.36,0.61
"13827","FC",0,1,NA,89.2,-0.53,1.28
"13828","CU",0,0,NA,81.7,0.98,-1.18
"13829","CU",0,0,NA,75.2,1.49,-0.75
"13830","SL",0,1,NA,83.2,0.39,0.16
"13831","KC",0,0,NA,78.5,0.64,-1.13
"13832","SL",0,0,NA,83.8,1.08,0.66
"13833","FC",0,1,NA,89.5,0.25,-0.06
"13834","FC",0,1,NA,85.9,0.43,0.18
"13835","SL",0,1,NA,87.4,0.42,0.16
"13836","SL",0,1,NA,83.4,0.5,0.14
"13837","KC",0,0,NA,78.9,0.66,-1.12
"13838","SL",0,0,NA,81.9,1.01,0.42
"13839","FC",0,1,0.531,89.6,0.44,0.51
"13840","SL",0,0,NA,91.4,0.36,0.48
"13841","SL",0,0,NA,86.4,0.54,0.17
"13842","SL",0,1,0.017,87.6,0.2,0.11
"13843","CU",0,0,NA,75.2,0.82,-1.18
"13844","SL",0,0,NA,91,0.55,0.19
"13845","SL",0,0,NA,82,0.48,-0.06
"13846","CU",0,1,NA,79,1.1,-0.06
"13847","SL",0,1,0.372,82,0.04,0.44
"13848","SL",1,1,NA,84.9,0.42,-0.13
"13849","SL",0,0,NA,87.1,0.45,0.18
"13850","KC",0,1,1.126,84,1.42,-0.86
"13851","SL",0,1,0.36,80.1,1.2,0.58
"13852","FC",0,0,NA,97.4,0.31,0.58
"13853","FC",0,0,NA,95.8,0.05,1.57
"13854","FC",0,0,NA,85.6,0.47,0.42
"13855","SL",0,1,NA,87.8,0.55,0.51
"13856","CU",1,1,NA,80.6,0.99,-1.46
"13857","FC",0,1,NA,86.8,0.78,0.41
"13858","KC",0,0,NA,82,0.64,-1.15
"13859","SL",0,0,NA,90.8,0.02,0.35
"13860","SL",0,0,NA,88.1,1.44,0.21
"13861","SL",0,0,NA,83.3,0.81,-0.26
"13862","SL",0,1,0.364,88,0.32,0.2
"13863","FC",0,1,NA,84.9,0.4,-0.34
"13864","SL",0,0,NA,85.3,0.24,0.12
"13865","SL",0,1,NA,81.1,0.25,-0.14
"13866","CU",1,1,NA,77.6,1.17,-1.16
"13867","SL",0,0,NA,90.9,0.72,0.6
"13868","FC",0,0,NA,89.4,0.27,0.09
"13869","SL",0,0,NA,90.3,0.61,0.92
"13870","FC",0,0,NA,88,-0.32,0.99
"13871","SL",0,0,NA,89,0.2,0.21
"13872","SL",0,0,NA,80.8,1.23,0.17
"13873","SL",0,0,NA,88.7,0.01,0.2
"13874","CU",0,0,NA,75.3,0.66,-1.83
"13875","FC",0,0,NA,89.3,0.29,0.48
"13876","SL",0,0,NA,82.7,0.74,-0.07
"13877","SL",1,1,NA,83,0.45,-0.42
"13878","CU",0,0,NA,79.7,0.57,-0.44
"13879","SL",0,1,NA,84.9,0.07,-0.05
"13880","SL",0,0,NA,82.7,1.02,0.27
"13881","SL",0,0,NA,94,0.31,0.66
"13882","SL",0,0,NA,90.3,0.35,0.62
"13883","SL",0,1,0.044,83.9,0.37,0
"13884","SL",0,0,NA,89.3,0.24,0.41
"13885","SL",0,0,NA,82.4,0.54,0.04
"13886","FC",0,0,NA,96.5,0.1,1.41
"13887","SL",0,0,NA,86.5,0.43,0.2
"13888","SL",0,0,NA,81.5,0.35,-0.02
"13889","SL",0,1,NA,89.6,0.07,0.21
"13890","FC",0,1,NA,87.3,0.03,1.18
"13891","FC",0,0,NA,85.9,0.4,0.43
"13892","SL",0,0,NA,86.7,0.8,-0.13
"13893","SL",0,1,0.771,90.9,0.38,0.37
"13894","CU",0,1,1.993,72.4,1.37,0.38
"13895","CU",0,0,NA,79.9,1.04,-1.53
"13896","CU",0,0,NA,73.9,1.09,-1.13
"13897","FC",0,1,0.706,89.1,0.57,1.08
"13898","FC",0,0,NA,90.1,0.15,1.3
"13899","SL",0,1,NA,89.1,0.27,0.26
"13900","SL",0,1,0.883,81.7,1.17,0.49
"13901","FC",0,1,0.116,98,0.33,0.67
"13902","SL",0,0,NA,86.8,0.6,0.08
"13903","FC",0,1,NA,90,0.71,0.5
"13904","CU",0,0,NA,75.3,0.77,-1.7
"13905","SL",0,1,0.278,86.9,0.58,0.25
"13906","FC",0,0,NA,84.9,0.51,-0.17
"13907","SL",0,1,0.059,82.1,0.29,0.06
"13908","FC",0,0,NA,83.8,-0.33,0.56
"13909","SL",0,0,NA,88.5,0.44,-0.07
"13910","SL",0,0,NA,85,0.15,0.63
"13911","CU",0,0,NA,84.4,0.72,-1.23
"13912","FC",0,1,0.1,85.6,0.6,0.02
"13913","CU",0,0,NA,79.5,0.3,-1.47
"13914","SL",0,0,NA,85.2,0.82,-0.06
"13915","SL",1,1,NA,85.2,0.86,-0.45
"13916","CU",0,0,NA,72.3,0.71,-1.26
"13917","FC",0,1,0.595,89.3,0.47,0.26
"13918","SL",1,1,NA,79.7,2.05,0.06
"13919","FC",0,0,NA,96.5,0.16,1.49
"13920","SL",1,1,NA,82.8,0.37,-0.48
"13921","SL",0,0,NA,89.5,0.51,-0.01
"13922","SL",0,0,NA,86.6,-0.17,1
"13923","CU",0,0,NA,76.7,0.94,-1.51
"13924","SL",0,1,NA,85.7,1.14,0.25
"13925","SL",0,0,NA,82.5,1.24,-0.02
"13926","SL",0,1,0.645,88.7,0.7,0.61
"13927","CU",0,0,NA,83.1,0.17,-1.24
"13928","FC",0,1,0.188,87.9,0.04,0.59
"13929","SL",0,0,NA,87.7,0.36,0.65
"13930","SL",1,1,NA,86.7,0.31,0.08
"13931","SL",0,0,NA,87.6,-0.16,0.38
"13932","SL",0,1,NA,80.3,0.31,-0.13
"13933","FC",0,0,NA,98.6,0.59,0.85
"13934","CU",0,1,0.099,86.6,0.1,-0.79
"13935","FC",0,0,NA,84.9,0.32,0.44
"13936","SL",0,0,NA,89.5,0.27,0.45
"13937","KC",0,1,0.65,85,1.55,-0.95
"13938","FC",0,1,0.357,89.1,0.13,1.22
"13939","SL",0,0,NA,85.4,0.38,-0.05
"13940","SL",0,1,NA,80.2,0.86,-0.24
"13941","FC",0,0,NA,85.4,0.34,-0.31
"13942","SL",0,1,0.542,83.8,0.97,-0.07
"13943","CU",0,0,NA,83.3,0.02,-0.8
"13944","SL",0,0,NA,86.4,0.32,0.17
"13945","SL",1,1,NA,89.4,0.57,0.29
"13946","SL",0,1,0.46,82.2,0.79,-0.07
"13947","CU",0,0,NA,74.4,1.43,-1.52
"13948","SL",0,0,NA,82.9,0.32,-0.28
"13949","FC",0,1,NA,86.7,0.41,0.25
"13950","FC",0,1,0.519,89.6,0.03,0.45
"13951","SL",0,1,NA,85.5,0.23,-0.21
"13952","CU",0,1,NA,79.1,1.04,-1.35
"13953","SL",0,0,NA,81,0.59,-0.25
"13954","FC",0,0,NA,89.9,0.23,-0.02
"13955","SL",0,1,0.09,82.4,1.54,0.02
"13956","SL",0,1,0.062,92,0.25,0.56
"13957","SL",0,0,NA,86.5,0.38,0.07
"13958","SL",1,1,NA,86.1,0.82,0.62
"13959","FC",0,0,NA,89.6,0.24,0.34
"13960","CU",0,0,NA,79.2,0.98,-0.82
"13961","SL",0,0,NA,81.9,0.58,0.29
"13962","SL",0,0,NA,84.5,0.7,0.36
"13963","KC",0,0,NA,77.8,0.65,-1.18
"13964","SL",0,0,NA,85.8,0.55,-0.55
"13965","SL",0,0,NA,87.9,0.36,0.49
"13966","SL",1,1,NA,86.3,0.31,-0.05
"13967","SL",0,0,NA,91.1,0.8,0.22
"13968","FC",0,0,NA,88.8,0.08,1.04
"13969","CU",0,1,0.582,73.1,0.96,-1.68
"13970","SL",0,1,0.806,82,-0.25,0.32
"13971","CU",0,0,NA,86.1,-0.05,-0.72
"13972","SL",0,0,NA,88.9,0.05,0.18
"13973","SL",0,0,NA,87.6,0.58,0.37
"13974","SL",0,1,0.867,78.6,0.55,-0.29
"13975","KC",0,0,NA,84.9,1.43,-1.04
"13976","SL",0,1,NA,88.2,1.09,-0.16
"13977","SL",0,0,NA,83.6,0.4,0.3
"13978","SL",0,0,NA,91.9,0.68,0.37
"13979","SL",0,1,0.351,86.9,0.81,-0.08
"13980","SL",0,1,NA,84.8,0.97,0.17
"13981","FC",0,0,NA,83.6,-0.26,0.83
"13982","FC",0,1,NA,85,0.63,0.54
"13983","SL",0,0,NA,88.8,0.36,0.35
"13984","SL",0,1,0.743,83.4,0.43,-0.29
"13985","FC",0,1,NA,95.6,0.77,1.69
"13986","CU",0,0,NA,73.9,1.01,-1.18
"13987","SL",1,1,NA,83.9,0.64,-0.22
"13988","CU",0,1,0.242,83.6,1.2,0.03
"13989","FC",0,1,NA,90.7,0.53,0.69
"13990","SL",0,1,NA,86.3,0.25,0.17
"13991","SL",0,1,NA,87.8,0.21,0.4
"13992","SL",0,0,NA,86.3,0.32,0.62
"13993","SL",0,1,1.348,81.7,-0.02,0.58
"13994","CU",0,0,NA,76.9,0.42,-0.7
"13995","CU",0,1,NA,84,1.07,-0.3
"13996","SL",1,1,NA,90.7,0,0.41
"13997","SL",1,1,NA,86.7,-0.12,0.64
"13998","CU",0,0,NA,82.6,0.93,-0.33
"13999","SL",0,0,NA,83.5,0.76,0.27
"14000","SL",0,1,NA,83.4,0.36,-0.29
"14001","FC",0,0,NA,87.4,0.3,0.96
"14002","CU",0,0,NA,82,0.45,-1.64
"14003","CU",0,0,NA,71.7,1.28,0.35
"14004","FC",0,1,0.554,85.6,0.59,0.38
"14005","SL",0,0,NA,89.3,0.47,-0.13
"14006","FC",0,1,NA,86.5,0.45,-0.02
"14007","SL",0,0,NA,91.8,0.38,0.68
"14008","SL",0,0,NA,88.4,0.24,0.24
"14009","SL",1,1,NA,90,1.43,0.12
"14010","FC",0,1,0.136,92.5,0.33,0.66
"14011","SL",0,1,0.285,83.6,0.86,0.34
"14012","SL",0,0,NA,81,0.73,0.19
"14013","SL",1,1,NA,90.1,0.37,0.3
"14014","SL",0,0,NA,90.2,0.76,-0.29
"14015","KC",0,1,0.154,84.1,0.49,-1.37
"14016","SL",0,0,NA,89.2,0.26,0.39
"14017","SL",1,1,NA,85.7,-0.06,-0.33
"14018","CU",0,1,0.693,75,0.7,-1.98
"14019","SL",1,1,NA,83.3,0.47,-0.27
"14020","KC",0,0,NA,77.7,0.3,-1.6
"14021","SL",0,0,NA,88.6,0.47,-0.08
"14022","SL",0,0,NA,89,0.7,-0.31
"14023","FC",0,0,NA,93.4,0.1,0.45
"14024","CU",1,1,NA,77,0.82,0.01
"14025","SL",0,0,NA,86.2,0.39,-0.06
"14026","CU",0,0,NA,78.9,1,-1.16
"14027","SL",0,1,NA,87,0.53,0.19
"14028","SL",0,0,NA,82.6,0.44,0.1
"14029","CU",0,1,NA,81.8,0.39,-1.39
"14030","FC",0,1,NA,96.3,0.44,1.63
"14031","FC",0,0,NA,85.4,0.48,0.23
"14032","SL",0,0,NA,85.8,0.38,-0.11
"14033","FC",0,0,NA,88.2,0.05,0.53
"14034","SL",0,1,1.601,83.2,0.37,-0.17
"14035","SL",0,1,NA,90.1,0.08,0.47
"14036","SL",0,1,NA,89.3,0.98,0.43
"14037","FC",0,1,0.404,90.7,0.25,-0.18
"14038","SL",0,0,NA,84.5,0.77,-0.06
"14039","CU",0,0,NA,85.6,1.01,-0.36
"14040","SL",0,0,NA,88.4,0.62,0.15
"14041","KC",0,0,NA,86.2,1.47,-0.13
"14042","FC",0,1,0.865,90.2,0.51,0.35
"14043","FC",0,0,NA,95.4,0.48,1.68
"14044","SL",0,0,NA,79.4,0.51,-0.42
"14045","SL",1,1,NA,87.1,0.54,-0.07
"14046","FC",1,1,NA,91.3,0.28,0.75
"14047","SL",0,0,NA,81.5,0.82,0.31
"14048","SL",0,0,NA,88.8,1.48,0.38
"14049","FC",0,0,NA,87.8,0.29,0.8
"14050","SL",0,0,NA,90.7,-0.02,0.58
"14051","FC",0,1,0.239,86.7,0.61,0.28
"14052","FC",1,1,NA,88.5,0.33,-0.08
"14053","SL",0,1,NA,85.4,0.18,0.69
"14054","CU",0,0,NA,78.5,0.64,-0.14
"14055","SL",1,1,NA,88.6,0.03,0.53
"14056","SL",0,1,NA,85.2,0.59,-0.45
"14057","CU",0,0,NA,84.5,0.81,-0.24
"14058","SL",0,0,NA,83.7,0.48,-0.04
"14059","SL",0,1,NA,87.7,0.22,0.07
"14060","FC",1,1,NA,90.4,0.07,0.08
"14061","FC",0,1,NA,87,0.51,0.6
"14062","SL",0,1,0.005,87,0.3,0.14
"14063","CU",0,1,NA,72.8,0.75,0.44
"14064","SL",0,0,NA,90,0.22,0.33
"14065","SL",0,1,NA,83.6,0.48,-0.04
"14066","SL",1,1,NA,88.8,-0.23,0.28
"14067","CU",0,0,NA,86.5,-0.01,-0.42
"14068","CU",0,1,0.287,79.6,0.86,-0.81
"14069","FC",0,0,NA,88.7,0.11,0.35
"14070","CU",0,0,NA,83.7,1.14,-0.1
"14071","SL",0,1,NA,87.5,0.56,-0.26
"14072","CU",0,0,NA,78,0.75,-0.71
"14073","CU",0,0,NA,81,0.86,-1.23
"14074","FC",0,0,NA,85.3,0.33,0.73
"14075","FC",0,1,NA,97.4,0.36,0.8
"14076","SL",0,1,0.249,79.7,1.42,0.21
"14077","SL",0,1,NA,84.5,-0.01,-0.03
"14078","FC",1,1,NA,90.6,0.42,0.5
"14079","SL",0,0,NA,88.2,0.48,0.16
"14080","CU",1,1,NA,79.1,0.75,-0.25
"14081","SL",0,0,NA,84.2,0.43,-0.04
"14082","SL",0,1,NA,86.5,0.32,0
"14083","FC",0,1,NA,89.1,0.6,1.06
"14084","KC",0,0,NA,78.1,0.63,-1.38
"14085","CU",0,0,NA,83.1,0.92,-0.3
"14086","SL",0,0,NA,80.1,1.17,0.33
"14087","CU",0,1,NA,82.1,0.28,-0.28
"14088","SL",0,1,NA,86.7,0.79,-0.2
"14089","SL",0,1,NA,85,0.41,0.2
"14090","SL",0,1,NA,87.1,0.29,0.55
"14091","SL",0,0,NA,80.5,0.93,0.33
"14092","SL",0,1,0.013,85.1,0.56,0.46
"14093","KC",0,1,NA,85,0.55,-0.33
